Text	Channel
Sensex tanks over 1,100 pts; Nifty slumps below 8,400 	Republic
China prepares for a second wave of coronavirus as imported cases rise 	Republic
BIG: Centre now allows transport of all goods - essential &amp; non-essential - amid lockdown 	Republic
US regulator approves limited use of malaria drugs for virus 	Republic
Video of Karnataka farmer destroying truck-load of grapes distresses Delhi DyCM Sisodia 	Republic
Coronavirus: What you need to know today about the global outbreak 	Republic
Coronavirus: EU citizens in UK at risk of becoming illegal as govt battles pandemic 	Republic
WATCH: Ivanka Trump posts a message from self-quarantine as Coronavirus grips the US 	Republic
Rangoli Chandel turns beautician for Kangana Ranaut, complains about actor's 'blackheads' 	Republic
Pakistan denying Hindus food amid Coronavirus outbreak? Sirsa slams 'human rights' abuse 	Republic
COVID-19: Ghazipur school converted into temporary shelter home for migrants 	Republic
Coronavirus: Woman who creates India's first testing kit lauded; Aditi, Raveena praise too 	Republic
IMPORTANT: Prasar Bharti busts	Republic
Corona	Republic
Kanika Kapoor clarifies 'ICU' reports after testing positive for Coronavirus for 4th time 	Republic
Japanese comedian Ken Shimura passes away after being tested positive for Coronavirus 	Republic
Subramanian Swamy demands suspension of Delhi govt: 'Can't afford two during lockdown' 	Republic
Now, Tamil Nadu to introduce robots to the Coronavirus fight; here's what Zafi will do 	Republic
Sham! Nations bulk-return faulty Coronavirus gear &amp; tests imported from Covid source China 	Republic
New York state surpasses 1,000 coronavirus deaths 	Republic
Amitabh Bachchan cracks nerdy joke on 'deadly virus', leaves Internet chuckling 	Republic
Priyanka Vadra writes to telecom chiefs; bats for free calling amid Covid lockdown 	Republic
As COVID-19 kept crowds away, 97 endangered turtles hatch on deserted beach in Brazil 	Republic
'They must pay!': Trump tells Prince Harry &amp; Meghan Markle to cough up for security in US 	Republic
'Go Corona': Ramdas Athawale's lockdown activities include Pool and Carrom; Watch	Republic
PM Modi stays true to 'Mann Ki Baat' promise, shares 'fitness routine' amid COVID lockdown 	Republic
Coronavirus: Thai King goes into 'self-isolation' in luxury hotel with harem of 20 women 	Republic
Netizens slam Akshay Kumar's 'Canadian citizen' critics as star donates 25 crore for India 	Republic
BIG: Salman Khan to help 25k daily wage workers in lockdown by depositing cash in accounts 	Republic
Here's what Rahul Gandhi said as he wrote to PM Modi offering support over the Coronavirus 	Republic
North Korea says tested 'super-large' rocket launchers 	Republic
Cricket fans go bonkers at ICC's 'rest of your life XI' challenge; name jawdropping teams 	Republic
Islamic State militants riot in eastern Syria prison, some escape 	Republic
Dalgona Coffee recipe: How to make delicious Dalgona Coffee at home &amp; ace the viral trend 	Republic
Alicia Keys, Backstreet Boys kick off 	Republic
War-torn Syria records first Coronavirus death; confirms 10 positive cases 	Republic
'Have seen things that I've never seen before': Trump expresses shock over images from NY hospital 	Republic
Coronavirus: Kalyan Jewellers to spend Rs 10 cr to provide food, essential items to needy 	Republic
WB govt asks districts to set up temporary shelters for poor, migrants 	Republic
Shocker: 140,000 infected and 2,400 dead, Trump says Peak US death rate still 2 weeks away 	Republic
14 medical staffers at RML sent into home quarantine; samples being tested 	Republic
3 more test positive for COVID-19 in West Bengal, total count 21 	Republic
Coronavirus: Trump extends 'social distancing' guidelines in US; says 'death rate to peak' 	Republic
COVID-19 outbreak: Madurai man distributes 8,000 cotton masks among poor, Corona warriors 	Republic
PM Modi condoles death of IAF veteran 	Republic
With 6 new patients, no. of COVID-19 cases in Gautam Buddh Nagar rises to 32 	Republic
UP CM directs BJP workers to spread awareness about govt's relief measures amidst COVID-19 	Republic
Doctor says struggling to get tested for COVID-19, tweets to Punjab CM 	Republic
'No shortage of petroleum products,' says HPCL Chairman urging people not to panic buy 	Republic
Kanika Kapoor Tests Positive For COVID-19 For 4th Time; Leaves Family Concerned	Republic
Hyderabad pharmacies stop sale of masks, sanitizers due to unreasonably high prices 	Republic
Indian Railways develops washbasin that works without touching amid Coronavirus outbreak 	Republic
Former Maldives President thanks India for sending vital assistance amidst COVID-19 crisis 	Republic
Kerala CM Pinarayi Vijayan urges PM Modi to reopen Karnataka border for Covid-19 patients 	Republic
Pope Francis urges people to strengthen ties, backs call for 'global ceasefire' 	Republic
US FDA authorizes new Coronavirus test that delivers results in five minutes 	Republic
Odisha CM Naveen Patnaik urges PM Modi to release employment allowance for MGNREGA workers 	Republic
Internet Filled With Nostalgia As 'Ramayan' &amp; 'Mahabharat' Make Return On TV Amid Lockdown	Republic
Sonam Kapoor Explains Why She Returned To India Amid Coronavirus Crisis; Cites Her Parents	Republic
Taapsee Pannu Wins Award For 'Badla', Pens A Heartwarming Message For Team	Republic
Siddhant Chaturvedi Breaks Silence On His Infamous Remark On Ananya Panday's 'struggle'	Republic
Kareena Kapoor Aces The 'workout Pout' Game, Stuns Netizens With Post-workout Selfie	Republic
'Shaktimaan' Sequel In The Works, Mukesh Khanna Says It Will Be 'rooted In Our Values'	Republic
COVID-19: Employee of Air India subsidiary tests positive	Republic
US could see 100,000-200,000 deaths from COVID-19: Top health expert	Republic
'Time to stand together': Rajkummar Rao, Bhumi Pednekar pledge to contribute to PM CARES 	Republic
Ananya Panday shares note of love for 'Ananians' as she crosses 10 mn followers on Insta 	Republic
Wasim Jaffer picks his all-time IPL team, names the legendary MS Dhoni the captain 	Republic
Coronavirus LIVE Updates: Centre sets up 11 COVID response groups, total cases at 1024	Republic
Centre suspends 2 senior Delhi officials over lockdown lapse, show-causes 2 others 	Republic
Pakistan NGO refuses to provide food to minorities amid coronavirus lockdown 	Republic
#MediaForLockdown | We are not in a normal situation, we are almost in a state of war, and there's a code for how t	Republic
#MediaForLockdown | Everyone has to contribute on their own, we can't only look at governments: Shahid Siddiqui, Ed	Republic
#MediaForLockdown | There is no scarcity. Political community - CMs, ministers - haven't engaged in mudslinging. Fe	Republic
#MediaForLockdown | You want a press conference now, where everyone comes together to violate social distancing? Mo	Republic
#MediaForLockdown | We are not in a normal situation, we are almost in a state of war, and there's a code for how t	Republic
#MediaForLockdown | Why doesn't PM more active meetings with the media?: Rahul Singh, Sr Journalist -- If you've wa	Republic
#MediaForLockdown | You want a press conference now, where everyone comes together to violate social distancing? Mo	Republic
#MediaForLockdown | Why doesn't PM more active meetings with the media?: Rahul Singh, Sr Journalist -- If you've wa	Republic
#MediaForLockdown | My simple suggestion is if someone doesn't have anything positive to say is 'then don't say any	Republic
#MediaForLockdown | Now you will see many saying that India will not survive the lockdown and Modi should lift it.	Republic
#MediaForLockdown | My simple suggestion is if someone doesn't have anything positive to say is 'then don't say any	Republic
#MediaForLockdown | You are the one who is saying that more people are dying of starvation than Coronavirus in this	Republic
#MediaForLockdown | Look at the population density of this story - look at where Italy and Spain are, and look at w	Republic
#MediaForLockdown | You are the one who is saying that more people are dying of starvation than Coronavirus in this	Republic
Coronavirus: Centre sets up 11 response groups with PMO &amp; cabinet secretariat members 	Republic
#MediaForLockdown | When you execute a lockdown, it has to be a well-enforced lockdown: @sairashahhalim, Writer &amp; A	Republic
#MediaForLockdown | The media's job is not to praise, it is to question: @sairashahhalim, Writer &amp; Activist	Republic
#MediaForLockdown | When you're walking on highway, and you're walking with daily wagers, do they even know what st	Republic
#MediaForLockdown | The media's job is not to praise, it is to question: @sairashahhalim, Writer &amp; Activist 	Republic
#MediaForLockdown | When you're walking on highway, and you're walking with daily wagers, do they even know what st	Republic
#MediaForLockdown | There are a few violators, as there will be for any law...: Tune in to watch ANI Editor Smita P	Republic
#MediaForLockdown | There are a few violators, as there will be for any law...: Tune in to watch ANI Editor Smita P	Republic
#MediaForLockdown | This is not the time for any media to engage in diatribe. The media's job is to hold people acc	Republic
#MediaForLockdown | This is not the time for any media to engage in diatribe. The media's job is to hold people acc	Republic
Govt suspends breath analyser test for aviation staff amid COVID-19 concerns 	Republic
#MediaForLockdown | We have to explain to everyone in their language - 'social distancing' someone may take to mean	Republic
#MediaForLockdown | Each government is doing its bit to ensure people don't suffer hardships; every NGO is working;	Republic
#MediaForLockdown | We have to explain to everyone in their language - 'social distancing' someone may take to mean	Republic
'People with prescription from doctors can get liquor': Kerala CM amid surge in suicides 	Republic
Two Indian Army officers with travel history test positive for Coronavirus	Republic
#MediaForLockdown | Media doesn't just mean electronic media, it also includes social media and WhatsApp. A respons	Republic
#MediaForLockdown | Each government is doing its bit to ensure people don't suffer hardships; every NGO is working;	Republic
#MediaForLockdown | Certain media is only spreading fear, and certain section is only praising government. We have	Republic
Taapsee Pannu wins award for 'Badla', pens a heartwarming message for team 	Republic
#MediaForLockdown | Media doesn't just mean electronic media, it also includes social media and WhatsApp. A respons	Republic
#MediaForLockdown | Certain media is only spreading fear, and certain section is only praising government. We have	Republic
#MediaForLockdown | The role of media is to ensure lockdown is going to be successful, but it is also to ensure tha	Republic
#MediaForLockdown | The Sunday Debate with Arnab is now #LIVE, on-air and online; Tune in to watch here - 	Republic
#MediaForLockdown | What is the media's role in times of Coronavirus lockdown? Fire in your views and watch the Sun	Republic
UP's Korauna confused for Corona; non-locals refuse to even take calls from the village 	Republic
#MediaForLockdown | Standby for the Sunday Debate with Arnab; Tweet your views and get ready to watch #LIVE here - 	Republic
#MediaForLockdown | The Sunday Debate with Arnab is now #LIVE, on-air and online; Tune in to watch here -	Republic
Philippines: 8 killed as plane carrying medical crew, patient crashes at Manila airport 	Republic
Ajinkya Rahane Donates Rs 10 Lakh To Help People Fight Deadly COVID-19	Republic
Adani Foundation pledges Rs 100 crore for the PM CARE fund amid COVID-19 outbreak 	Republic
Siddhant Chaturvedi breaks silence on his infamous remark on Ananya Panday's 'struggle' 	Republic
Aakash Chopra reveals his favorite moment in Indian jersey during Q&amp;A session on Twitter 	Republic
Harsha Bhogle Says He Would Have Been At Wankhede Stadium For IPL If All Was Well	Republic
Malala Yousafzai cuts her own fringe during self-quarantine, asks 'How did I do?' 	Republic
France: Man runs marathon on 7-meter-long balcony during lockdown 	Republic
T-Series owner Bhushan Kumar pledges Rs 11 cr to PM CARE, Rs 1 cr for CM's relief fund 	Republic
COVID-19: Indian Army reaches out to the needy and educates them on pandemic in Pulwama 	Republic
Ex-NDA minister Yashwant Sinha slams PM Modi's 21-day lockdown call; terms it 'Jail Hind' 	Republic
Health Advisory issued for elderly amid COVID-19 outbreak; mentions Do's &amp; Don'ts 	Republic
COVID-19: Maharashtra police constable breaks into song to urge people to stay indoors 	Republic
'No dearth of food and water in Delhi', Kejriwal appeals migrants to follow lockdown 	Republic
'102 ambulances should not be used for COVID-19 patients' says Health Ministry 	Republic
German Minister commits suicide over 'deep worries' about economy amid COVID-19 crisis 	Republic
